source,section,requirement,owning_goal,implementation_location,authoritative_evidence,result,remediation,final_evidence
docs/magic-discovery-plan.md:401,Observation,Calibration experiments are repeatable and conserve all resources.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:402,Observation,Records retain provenance/version and reject client forgery.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:406,Sharing and persistence,Ledger and folio copy/import/export preserve content exactly.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:407,Sharing and persistence,Omitting a location actually removes it from the copied record.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:408,Sharing and persistence,Block break/spill/save/load/mod removal preserve bounded records.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:409,Sharing and persistence,Two players can independently compare and share observations.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:410,Sharing and persistence,Remote and agent users receive the same earned information as local users.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:414,Archaeology and budgets,Charged artifacts and sealed dross debit/credit their site once.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:415,Archaeology and budgets,Concurrent brushing cannot duplicate a find.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:416,Archaeology and budgets,Untouched-site retrogen is idempotent and preserves touched chunks.,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:417,Archaeology and budgets,"Tablet generation is bounded, deterministic, and original in wording.",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:418,Archaeology and budgets,"Large libraries remain within measured save, query, and wire budgets.",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:424,Completion criteria,"ruins and existing charms visibly connect to earlier magical makers,",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:425,Completion criteria,"every player has a reproducible industrial route to the tuning lens,",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:426,Completion criteria,"observation and experiments report the real authoritative systems,",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:427,Completion criteria,"knowledge exists as copyable, losable, rediscoverable physical records,",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:428,Completion criteria,"recipes and participation remain open with no class or unlock state,",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:429,Completion criteria,"archaeology, identity, multiplayer, agents, mods, persistence, and UI work,",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:430,Completion criteria,"progression, privacy, conservation, concurrency, and budget tests pass.",4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:catalog-1,named catalog,item: tuning lens,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:catalog-2,named catalog,item: field ledger,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:catalog-3,named catalog,item: survey folio,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-discovery-plan.md:catalog-4,named catalog,command: --discovery-audit,4,src/discovery.rs; src/world/discovery.rs; src/world/spawn.rs; src/game/interaction.rs,signed_records_copy_with_optional_location_and_survive_reload; host_signature_rejects_forged_records; homeland_census_installs_three_redundant_observational_sites_once; the_agent_earns_and_reads_a_host_signed_magic_observation,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:15,Implementation record — 2026-08-03,"declarative base/mod component and charm definitions with one versioned,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:20,Implementation record — 2026-08-03,four-part stable-identity wands assembled in a physical binding frame. The,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:26,Implementation record — 2026-08-03,"finite charge vessels, Current sources, local conductor networks, and",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:32,Implementation record — 2026-08-03,"charged craft lifecycles for Quiet, Bark, and Slow Hunger charms. A real",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:37,Implementation record — 2026-08-03,"exact construction bills and linked material deltas for assembly, focus",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:42,Implementation record — 2026-08-03,"custody reconciliation through inventories, transactional cursors, chests,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:47,Implementation record — 2026-08-03,"component-derived first-person and remote-held models, focus silhouettes,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:52,Implementation record — 2026-08-03,"reliable optimistic-revision host requests, interest-managed public state,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:124,Charge state,"a binding frame drawing from measured Ambient Current,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:125,Charge state,"transfer from a wellglass shard or vessel,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:126,Charge state,"an attached conductor at a confluence/well,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:127,Charge state,"a declared biological or warden material process,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:128,Charge state,a later working that transfers rather than creates charge.,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:140,Body,"Hushwood: stable, slow, low dross, modest throughput.",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:141,Body,"Nightglass stem/wood: retains charge well, sensitive to heat.",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:142,Body,"Stormvine braid: high throughput, poor stability when saturated.",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:143,Body,"ordinary seasoned wood: accessible, inefficient, repairable baseline.",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:149,Reservoir,"wellglass seed/shard,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:150,Reservoir,"charged biological nodule,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:151,Reservoir,"small refillable vessel,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:152,Reservoir,no reservoir for a place-bound ritual rod.,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:160,Focus,"Echo slate for reading/revealing,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:161,Focus,"Choirstone geometry for controlled movement,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:162,Focus,"Wake iron for fast ignition/change,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:163,Focus,"living/root structures for cultivation and binding,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:164,Focus,later mod-defined foci through the same registry.,5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:182,Component behavior,"order-independent where physical order is irrelevant,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:183,Component behavior,"explicit where body/focus/reservoir roles differ,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:184,Component behavior,"bounded against zero-cost or infinite-capacity combinations,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:185,Component behavior,"visible in the assembly preview before commitment,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:186,Component behavior,"validated identically for base and mod components,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:187,Component behavior,"stored as component ids plus format version, not only baked opaque stats.",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:197,Binding frame,"a work surface,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:198,Binding frame,"conductor arms or posts,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-implements-plan.md:199,Binding frame,"a sample/focus mount,",5,src/implements.rs; src/world/implements.rs; src/tests/implements.rs,every_base_component_combination_is_deterministic_bounded_and_has_tradeoffs; embodied_frame_calibrates_assembles_saves_disassembles_and_dismantles_conservatively; every_charm_binds_from_physical_reagents_and_recharges_from_a_vessel; stale_concurrent_and_hostile_frame_requests_cannot_duplicate_or_forge_results,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
